model_name,pw_name,dataset_name,fold_num,acc,f1,mcc,tp,fp,tn,fn,recall,precision,specifity,fpr,tpr,fnr,fdr
nb,amine_and_polyamine,test_df,5,0.8269581056466302,0.2857142857142857,0.36985463743231434,19,95,435,0,0.16666666666666666,0.16666666666666666,0.8207547169811321,0.1792452830188679,1.0,0.0,0.8333333333333334
nb,amine_and_polyamine,test_df,6,0.8797814207650273,0.32653061224489793,0.37664577494723067,16,63,467,3,0.20253164556962025,0.20253164556962025,0.8811320754716981,0.11886792452830189,0.8421052631578947,0.15789473684210525,0.7974683544303798
nb,amine_and_polyamine,test_df,7,0.8888888888888888,0.3838383838383838,0.4584376667984674,19,61,469,0,0.2375,0.2375,0.8849056603773585,0.11509433962264151,1.0,0.0,0.7625
nb,amine_and_polyamine,test_df,8,0.8342440801457195,0.28346456692913385,0.35753277055644284,18,90,440,1,0.16666666666666666,0.16666666666666666,0.8301886792452831,0.16981132075471697,0.9473684210526315,0.05263157894736842,0.8333333333333334
nb,amine_and_polyamine,test_df,9,0.8051001821493625,0.2302158273381295,0.29692070742022664,16,105,426,2,0.1322314049586777,0.1322314049586777,0.8022598870056498,0.1977401129943503,0.8888888888888888,0.1111111111111111,0.8677685950413223
nb,amine_and_polyamine,test_df,10,0.8193430656934306,0.23255813953488372,0.28923684229965246,15,96,434,3,0.13513513513513514,0.13513513513513514,0.8188679245283019,0.1811320754716981,0.8333333333333334,0.16666666666666666,0.8648648648648649
dt,amine_and_polyamine,test_df,1,0.9890710382513661,0.8333333333333333,0.8290701260814116,15,2,528,4,0.8823529411764706,0.8823529411764706,0.9962264150943396,0.0037735849056603774,0.7894736842105263,0.21052631578947367,0.11764705882352941
dt,amine_and_polyamine,test_df,2,0.9908925318761385,0.8484848484848484,0.8543744673429879,14,0,530,5,1.0,1.0,1.0,0.0,0.7368421052631579,0.2631578947368421,0.0
dt,amine_and_polyamine,test_df,3,0.9890710382513661,0.8125000000000001,0.8225274787264044,13,0,530,6,1.0,1.0,1.0,0.0,0.6842105263157895,0.3157894736842105,0.0
dt,amine_and_polyamine,test_df,4,0.9981785063752276,0.972972972972973,0.9724115896740338,18,0,530,1,1.0,1.0,1.0,0.0,0.9473684210526315,0.05263157894736842,0.0
dt,amine_and_polyamine,test_df,5,0.9927140255009107,0.8823529411764706,0.8851892586642939,15,0,530,4,1.0,1.0,1.0,0.0,0.7894736842105263,0.21052631578947367,0.0
dt,amine_and_polyamine,test_df,6,0.9927140255009107,0.8823529411764706,0.8851892586642939,15,0,530,4,1.0,1.0,1.0,0.0,0.7894736842105263,0.21052631578947367,0.0
dt,amine_and_polyamine,test_df,7,0.9963570127504554,0.9473684210526315,0.9454816285998013,18,1,529,1,0.9473684210526315,0.9473684210526315,0.9981132075471698,0.0018867924528301887,0.9473684210526315,0.05263157894736842,0.05263157894736842
dt,amine_and_polyamine,test_df,8,0.994535519125683,0.918918918918919,0.9164520547965659,17,1,529,2,0.9444444444444444,0.9444444444444444,0.9981132075471698,0.0018867924528301887,0.8947368421052632,0.10526315789473684,0.05555555555555555
dt,amine_and_polyamine,test_df,9,0.9908925318761385,0.8387096774193548,0.8458635082723841,13,0,531,5,1.0,1.0,1.0,0.0,0.7222222222222222,0.2777777777777778,0.0
dt,amine_and_polyamine,test_df,10,0.9927007299270073,0.8823529411764706,0.8802229966106518,15,1,529,3,0.9375,0.9375,0.9981132075471698,0.0018867924528301887,0.8333333333333334,0.16666666666666666,0.0625
mlp,amine_and_polyamine,test_df,1,0.9908925318761385,0.8717948717948718,0.8673832182731877,17,3,527,2,0.85,0.85,0.9943396226415094,0.005660377358490566,0.8947368421052632,0.10526315789473684,0.15
mlp,amine_and_polyamine,test_df,2,0.9872495446265938,0.7999999999999999,0.7965915766092692,14,2,528,5,0.875,0.875,0.9962264150943396,0.0037735849056603774,0.7368421052631579,0.2631578947368421,0.125
mlp,amine_and_polyamine,test_df,3,0.9927140255009107,0.8888888888888888,0.8865978686520253,16,1,529,3,0.9411764705882353,0.9411764705882353,0.9981132075471698,0.0018867924528301887,0.8421052631578947,0.15789473684210525,0.058823529411764705
mlp,amine_and_polyamine,test_df,4,0.994535519125683,0.9230769230769231,0.920571354856677,18,2,528,1,0.9,0.9,0.9962264150943396,0.0037735849056603774,0.9473684210526315,0.05263157894736842,0.1
mlp,amine_and_polyamine,test_df,5,0.9981785063752276,0.972972972972973,0.9724115896740338,18,0,530,1,1.0,1.0,1.0,0.0,0.9473684210526315,0.05263157894736842,0.0
mlp,amine_and_polyamine,test_df,6,0.9927140255009107,0.8823529411764706,0.8851892586642939,15,0,530,4,1.0,1.0,1.0,0.0,0.7894736842105263,0.21052631578947367,0.0
mlp,amine_and_polyamine,test_df,7,0.9927140255009107,0.8947368421052632,0.8909632571996028,17,2,528,2,0.8947368421052632,0.8947368421052632,0.9962264150943396,0.0037735849056603774,0.8947368421052632,0.10526315789473684,0.10526315789473684
mlp,amine_and_polyamine,test_df,8,0.9981785063752276,0.972972972972973,0.9724115896740338,18,0,530,1,1.0,1.0,1.0,0.0,0.9473684210526315,0.05263157894736842,0.0
mlp,amine_and_polyamine,test_df,9,0.994535519125683,0.9090909090909091,0.9103030733735102,15,0,531,3,1.0,1.0,1.0,0.0,0.8333333333333334,0.16666666666666666,0.0
mlp,amine_and_polyamine,test_df,10,0.9945255474452555,0.9142857142857143,0.9118577895383991,16,1,529,2,0.9411764705882353,0.9411764705882353,0.9981132075471698,0.0018867924528301887,0.8888888888888888,0.1111111111111111,0.058823529411764705
knn,amine_and_polyamine,test_df,1,0.9963570127504554,0.9444444444444444,0.9441256112226389,17,0,530,2,1.0,1.0,1.0,0.0,0.8947368421052632,0.10526315789473684,0.0
knn,amine_and_polyamine,test_df,2,0.9908925318761385,0.8484848484848484,0.8543744673429879,14,0,530,5,1.0,1.0,1.0,0.0,0.7368421052631579,0.2631578947368421,0.0
knn,amine_and_polyamine,test_df,3,0.9927140255009107,0.8823529411764706,0.8851892586642939,15,0,530,4,1.0,1.0,1.0,0.0,0.7894736842105263,0.21052631578947367,0.0
knn,amine_and_polyamine,test_df,4,0.9981785063752276,0.972972972972973,0.9724115896740338,18,0,530,1,1.0,1.0,1.0,0.0,0.9473684210526315,0.05263157894736842,0.0
knn,amine_and_polyamine,test_df,5,0.9981785063752276,0.972972972972973,0.9724115896740338,18,0,530,1,1.0,1.0,1.0,0.0,0.9473684210526315,0.05263157894736842,0.0
knn,amine_and_polyamine,test_df,6,0.994535519125683,0.9142857142857143,0.9150767501553241,16,0,530,3,1.0,1.0,1.0,0.0,0.8421052631578947,0.15789473684210525,0.0
knn,amine_and_polyamine,test_df,7,1.0,1.0,1.0,19,0,530,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
knn,amine_and_polyamine,test_df,8,0.9963570127504554,0.9444444444444444,0.9441256112226389,17,0,530,2,1.0,1.0,1.0,0.0,0.8947368421052632,0.10526315789473684,0.0
knn,amine_and_polyamine,test_df,9,0.994535519125683,0.9090909090909091,0.9103030733735102,15,0,531,3,1.0,1.0,1.0,0.0,0.8333333333333334,0.16666666666666666,0.0
knn,amine_and_polyamine,test_df,10,0.9945255474452555,0.9090909090909091,0.9102982488248748,15,0,530,3,1.0,1.0,1.0,0.0,0.8333333333333334,0.16666666666666666,0.0
rf,amine_and_polyamine,test_df,1,0.9927140255009107,0.8823529411764706,0.8851892586642939,15,0,530,4,1.0,1.0,1.0,0.0,0.7894736842105263,0.21052631578947367,0.0
rf,amine_and_polyamine,test_df,2,0.9890710382513661,0.8125000000000001,0.8225274787264044,13,0,530,6,1.0,1.0,1.0,0.0,0.6842105263157895,0.3157894736842105,0.0
rf,amine_and_polyamine,test_df,3,0.9908925318761385,0.8484848484848484,0.8543744673429879,14,0,530,5,1.0,1.0,1.0,0.0,0.7368421052631579,0.2631578947368421,0.0
rf,amine_and_polyamine,test_df,4,0.9963570127504554,0.9444444444444444,0.9441256112226389,17,0,530,2,1.0,1.0,1.0,0.0,0.8947368421052632,0.10526315789473684,0.0
rf,amine_and_polyamine,test_df,5,0.994535519125683,0.9142857142857143,0.9150767501553241,16,0,530,3,1.0,1.0,1.0,0.0,0.8421052631578947,0.15789473684210525,0.0
rf,amine_and_polyamine,test_df,6,0.9927140255009107,0.8823529411764706,0.8851892586642939,15,0,530,4,1.0,1.0,1.0,0.0,0.7894736842105263,0.21052631578947367,0.0
rf,amine_and_polyamine,test_df,7,0.9908925318761385,0.8484848484848484,0.8543744673429879,14,0,530,5,1.0,1.0,1.0,0.0,0.7368421052631579,0.2631578947368421,0.0
rf,amine_and_polyamine,test_df,8,0.9963570127504554,0.9444444444444444,0.9441256112226389,17,0,530,2,1.0,1.0,1.0,0.0,0.8947368421052632,0.10526315789473684,0.0
rf,amine_and_polyamine,test_df,9,0.9890710382513661,0.8,0.8119223343984153,12,0,531,6,1.0,1.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0
rf,amine_and_polyamine,test_df,10,0.9890510948905109,0.8,0.8119137762715339,12,0,530,6,1.0,1.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0
sgd,amine_and_polyamine,test_df,1,0.9908925318761385,0.8571428571428572,0.8558341633822967,15,1,529,4,0.9375,0.9375,0.9981132075471698,0.0018867924528301887,0.7894736842105263,0.21052631578947367,0.0625
sgd,amine_and_polyamine,test_df,2,0.9890710382513661,0.8125000000000001,0.8225274787264044,13,0,530,6,1.0,1.0,1.0,0.0,0.6842105263157895,0.3157894736842105,0.0
sgd,amine_and_polyamine,test_df,3,0.9927140255009107,0.8823529411764706,0.8851892586642939,15,0,530,4,1.0,1.0,1.0,0.0,0.7894736842105263,0.21052631578947367,0.0
sgd,amine_and_polyamine,test_df,4,0.9963570127504554,0.9473684210526315,0.9454816285998013,18,1,529,1,0.9473684210526315,0.9473684210526315,0.9981132075471698,0.0018867924528301887,0.9473684210526315,0.05263157894736842,0.05263157894736842
sgd,amine_and_polyamine,test_df,5,0.9981785063752276,0.972972972972973,0.9724115896740338,18,0,530,1,1.0,1.0,1.0,0.0,0.9473684210526315,0.05263157894736842,0.0
sgd,amine_and_polyamine,test_df,6,0.9908925318761385,0.8571428571428572,0.8558341633822967,15,1,529,4,0.9375,0.9375,0.9981132075471698,0.0018867924528301887,0.7894736842105263,0.21052631578947367,0.0625
sgd,amine_and_polyamine,test_df,7,0.994535519125683,0.9230769230769231,0.920571354856677,18,2,528,1,0.9,0.9,0.9962264150943396,0.0037735849056603774,0.9473684210526315,0.05263157894736842,0.1
sgd,amine_and_polyamine,test_df,8,0.9963570127504554,0.9444444444444444,0.9441256112226389,17,0,530,2,1.0,1.0,1.0,0.0,0.8947368421052632,0.10526315789473684,0.0
sgd,amine_and_polyamine,test_df,9,0.994535519125683,0.9090909090909091,0.9103030733735102,15,0,531,3,1.0,1.0,1.0,0.0,0.8333333333333334,0.16666666666666666,0.0
sgd,amine_and_polyamine,test_df,10,0.9945255474452555,0.9142857142857143,0.9118577895383991,16,1,529,2,0.9411764705882353,0.9411764705882353,0.9981132075471698,0.0018867924528301887,0.8888888888888888,0.1111111111111111,0.058823529411764705
svc,amino_acid,test_df,1,0.9672131147540983,0.7499999999999999,0.7611243951073873,27,0,504,18,1.0,1.0,1.0,0.0,0.6,0.4,0.0
svc,amino_acid,test_df,2,0.9562841530054644,0.6363636363636364,0.6674238124719146,21,0,504,24,1.0,1.0,1.0,0.0,0.4666666666666667,0.5333333333333333,0.0
svc,amino_acid,test_df,3,0.9672131147540983,0.7499999999999999,0.7611243951073873,27,0,504,18,1.0,1.0,1.0,0.0,0.6,0.4,0.0
svc,amino_acid,test_df,4,0.9653916211293261,0.732394366197183,0.7461821244885928,26,0,504,19,1.0,1.0,1.0,0.0,0.5777777777777777,0.4222222222222222,0.0
svc,amino_acid,test_df,5,0.9562841530054644,0.6363636363636364,0.6674238124719146,21,0,504,24,1.0,1.0,1.0,0.0,0.4666666666666667,0.5333333333333333,0.0
svc,amino_acid,test_df,6,0.9653916211293261,0.7397260273972602,0.7456522957487308,27,1,503,18,0.9642857142857143,0.9642857142857143,0.998015873015873,0.001984126984126984,0.6,0.4,0.03571428571428571
svc,amino_acid,test_df,7,0.9635701275045537,0.7142857142857143,0.7309932592289535,25,0,504,20,1.0,1.0,1.0,0.0,0.5555555555555556,0.4444444444444444,0.0
svc,amino_acid,test_df,8,0.9690346083788707,0.7671232876712328,0.7758346381778433,28,0,504,17,1.0,1.0,1.0,0.0,0.6222222222222222,0.37777777777777777,0.0
svc,amino_acid,test_df,9,0.9726775956284153,0.8051948051948052,0.8089488160612405,31,0,503,15,1.0,1.0,1.0,0.0,0.6739130434782609,0.32608695652173914,0.0
svc,amino_acid,test_df,10,0.968978102189781,0.7671232876712328,0.7758094752452704,28,0,503,17,1.0,1.0,1.0,0.0,0.6222222222222222,0.37777777777777777,0.0
nb,amino_acid,test_df,1,0.5154826958105647,0.23563218390804594,0.21582861880214801,41,262,242,4,0.1353135313531353,0.1353135313531353,0.4801587301587302,0.5198412698412699,0.9111111111111111,0.08888888888888889,0.8646864686468647
nb,amino_acid,test_df,2,0.47358834244080145,0.1813031161473088,0.09037208889063958,32,276,228,13,0.1038961038961039,0.1038961038961039,0.4523809523809524,0.5476190476190477,0.7111111111111111,0.28888888888888886,0.8961038961038961
nb,amino_acid,test_df,3,0.5227686703096539,0.24277456647398843,0.23119949621866165,42,259,245,3,0.13953488372093023,0.13953488372093023,0.4861111111111111,0.5138888888888888,0.9333333333333333,0.06666666666666667,0.8604651162790697
nb,amino_acid,test_df,4,0.3697632058287796,0.18779342723004694,0.1263739725359856,40,341,163,5,0.10498687664041995,0.10498687664041995,0.32341269841269843,0.6765873015873016,0.8888888888888888,0.1111111111111111,0.89501312335958
nb,amino_acid,test_df,5,0.48816029143898,0.20845070422535208,0.15522461835462564,37,273,231,8,0.11935483870967742,0.11935483870967742,0.4583333333333333,0.5416666666666666,0.8222222222222222,0.17777777777777778,0.8806451612903226
nb,amino_acid,test_df,6,0.4444444444444444,0.20365535248041775,0.15418446864835783,39,299,205,6,0.11538461538461539,0.11538461538461539,0.40674603174603174,0.5932539682539683,0.8666666666666667,0.13333333333333333,0.8846153846153846
nb,amino_acid,test_df,7,0.4644808743169399,0.2054054054054054,0.15349298405414546,38,287,217,7,0.11692307692307692,0.11692307692307692,0.4305555555555556,0.5694444444444444,0.8444444444444444,0.15555555555555556,0.8830769230769231
nb,amino_acid,test_df,8,0.4426229508196721,0.211340206185567,0.17671070525614088,41,302,202,4,0.119533527696793,0.119533527696793,0.4007936507936508,0.5992063492063492,0.9111111111111111,0.08888888888888889,0.880466472303207
nb,amino_acid,test_df,9,0.48451730418943534,0.2412868632707775,0.23577551796813867,45,282,221,1,0.13761467889908258,0.13761467889908258,0.4393638170974155,0.5606361829025845,0.9782608695652174,0.021739130434782608,0.8623853211009175
nb,amino_acid,test_df,10,0.458029197080292,0.21635883905013195,0.18492081742454575,41,293,210,4,0.12275449101796407,0.12275449101796407,0.41749502982107356,0.5825049701789264,0.9111111111111111,0.08888888888888889,0.8772455089820359
dt,amino_acid,test_df,1,0.9653916211293261,0.7532467532467533,0.747578439642337,29,3,501,16,0.90625,0.90625,0.9940476190476191,0.005952380952380952,0.6444444444444445,0.35555555555555557,0.09375
dt,amino_acid,test_df,2,0.9562841530054644,0.6571428571428571,0.6672924180675732,23,2,502,22,0.92,0.92,0.996031746031746,0.003968253968253968,0.5111111111111111,0.4888888888888889,0.08
dt,amino_acid,test_df,3,0.9690346083788707,0.7733333333333334,0.7753959473237905,29,1,503,16,0.9666666666666667,0.9666666666666667,0.998015873015873,0.001984126984126984,0.6444444444444445,0.35555555555555557,0.03333333333333333
dt,amino_acid,test_df,4,0.9635701275045537,0.7222222222222221,0.7304176569449861,26,1,503,19,0.9629629629629629,0.9629629629629629,0.998015873015873,0.001984126984126984,0.5777777777777777,0.4222222222222222,0.037037037037037035
dt,amino_acid,test_df,5,0.9617486338797814,0.6956521739130436,0.7155417527999327,24,0,504,21,1.0,1.0,1.0,0.0,0.5333333333333333,0.4666666666666667,0.0
dt,amino_acid,test_df,6,0.9508196721311475,0.6493506493506493,0.6342104226922249,25,7,497,20,0.78125,0.78125,0.9861111111111112,0.013888888888888888,0.5555555555555556,0.4444444444444444,0.21875
dt,amino_acid,test_df,7,0.9562841530054644,0.6363636363636364,0.6674238124719146,21,0,504,24,1.0,1.0,1.0,0.0,0.4666666666666667,0.5333333333333333,0.0
dt,amino_acid,test_df,8,0.9635701275045537,0.7297297297297297,0.7309543352648756,27,2,502,18,0.9310344827586207,0.9310344827586207,0.996031746031746,0.003968253968253968,0.6,0.4,0.06896551724137931
dt,amino_acid,test_df,9,0.9690346083788707,0.7848101265822786,0.7809351791663122,31,2,501,15,0.9393939393939394,0.9393939393939394,0.9960238568588469,0.003976143141153081,0.6739130434782609,0.32608695652173914,0.06060606060606061
dt,amino_acid,test_df,10,0.958029197080292,0.684931506849315,0.6852506299383104,25,3,500,20,0.8928571428571429,0.8928571428571429,0.9940357852882704,0.005964214711729622,0.5555555555555556,0.4444444444444444,0.10714285714285714
mlp,amino_acid,test_df,1,0.9672131147540983,0.7804878048780488,0.7672231370341243,32,5,499,13,0.8648648648648649,0.8648648648648649,0.9900793650793651,0.00992063492063492,0.7111111111111111,0.28888888888888886,0.13513513513513514
mlp,amino_acid,test_df,2,0.9617486338797814,0.7123287671232876,0.7154699533196183,26,2,502,19,0.9285714285714286,0.9285714285714286,0.996031746031746,0.003968253968253968,0.5777777777777777,0.4222222222222222,0.07142857142857142
mlp,amino_acid,test_df,3,0.9726775956284153,0.8148148148148148,0.806071407442201,33,3,501,12,0.9166666666666666,0.9166666666666666,0.9940476190476191,0.005952380952380952,0.7333333333333333,0.26666666666666666,0.08333333333333333
mlp,amino_acid,test_df,4,0.9635701275045537,0.7297297297297297,0.7309543352648756,27,2,502,18,0.9310344827586207,0.9310344827586207,0.996031746031746,0.003968253968253968,0.6,0.4,0.06896551724137931
mlp,amino_acid,test_df,5,0.970856102003643,0.7894736842105263,0.7899326576008203,30,1,503,15,0.967741935483871,0.967741935483871,0.998015873015873,0.001984126984126984,0.6666666666666666,0.3333333333333333,0.03225806451612903
mlp,amino_acid,test_df,6,0.9836065573770492,0.891566265060241,0.8864601408419843,37,1,503,8,0.9736842105263158,0.9736842105263158,0.998015873015873,0.001984126984126984,0.8222222222222222,0.17777777777777778,0.02631578947368421
mlp,amino_acid,test_df,7,0.9599271402550091,0.7179487179487178,0.7066511818536746,28,5,499,17,0.8484848484848485,0.8484848484848485,0.9900793650793651,0.00992063492063492,0.6222222222222222,0.37777777777777777,0.15151515151515152
mlp,amino_acid,test_df,8,0.9836065573770492,0.8941176470588236,0.8870703293964562,38,2,502,7,0.95,0.95,0.996031746031746,0.003968253968253968,0.8444444444444444,0.15555555555555556,0.05
mlp,amino_acid,test_df,9,0.9817850637522769,0.888888888888889,0.8792311968454344,40,4,499,6,0.9090909090909091,0.9090909090909091,0.9920477137176938,0.007952286282306162,0.8695652173913043,0.13043478260869565,0.09090909090909091
mlp,amino_acid,test_df,10,0.9781021897810219,0.85,0.8460961040801211,34,1,502,11,0.9714285714285714,0.9714285714285714,0.9980119284294234,0.0019880715705765406,0.7555555555555555,0.24444444444444444,0.02857142857142857
knn,amino_acid,test_df,1,0.9744990892531876,0.8157894736842105,0.818700354385089,31,0,504,14,1.0,1.0,1.0,0.0,0.6888888888888889,0.3111111111111111,0.0
knn,amino_acid,test_df,2,0.9599271402550091,0.6944444444444444,0.6997109187825848,25,2,502,20,0.9259259259259259,0.9259259259259259,0.996031746031746,0.003968253968253968,0.5555555555555556,0.4444444444444444,0.07407407407407407
knn,amino_acid,test_df,3,0.97632058287796,0.8311688311688311,0.832604452354921,32,0,504,13,1.0,1.0,1.0,0.0,0.7111111111111111,0.28888888888888886,0.0
knn,amino_acid,test_df,4,0.9744990892531876,0.8250000000000001,0.8189377853801559,33,2,502,12,0.9428571428571428,0.9428571428571428,0.996031746031746,0.003968253968253968,0.7333333333333333,0.26666666666666666,0.05714285714285714
knn,amino_acid,test_df,5,0.9672131147540983,0.7567567567567567,0.7606402303721708,28,1,503,17,0.9655172413793104,0.9655172413793104,0.998015873015873,0.001984126984126984,0.6222222222222222,0.37777777777777777,0.034482758620689655
knn,amino_acid,test_df,6,0.9817850637522769,0.8809523809523809,0.8737601901708832,37,2,502,8,0.9487179487179487,0.9487179487179487,0.996031746031746,0.003968253968253968,0.8222222222222222,0.17777777777777778,0.05128205128205128
knn,amino_acid,test_df,7,0.9672131147540983,0.763157894736842,0.7611649608165516,29,2,502,16,0.9354838709677419,0.9354838709677419,0.996031746031746,0.003968253968253968,0.6444444444444445,0.35555555555555557,0.06451612903225806
knn,amino_acid,test_df,8,0.97632058287796,0.8433734939759038,0.8341388359640346,35,3,501,10,0.9210526315789473,0.9210526315789473,0.9940476190476191,0.005952380952380952,0.7777777777777778,0.2222222222222222,0.07894736842105263
knn,amino_acid,test_df,9,0.9836065573770492,0.8965517241379309,0.8894147954500337,39,2,501,7,0.9512195121951219,0.9512195121951219,0.9960238568588469,0.003976143141153081,0.8478260869565217,0.15217391304347827,0.04878048780487805
knn,amino_acid,test_df,10,0.9762773722627737,0.8395061728395062,0.8328732116444925,34,2,501,11,0.9444444444444444,0.9444444444444444,0.9960238568588469,0.003976143141153081,0.7555555555555555,0.24444444444444444,0.05555555555555555
rf,amino_acid,test_df,1,0.9690346083788707,0.7671232876712328,0.7758346381778433,28,0,504,17,1.0,1.0,1.0,0.0,0.6222222222222222,0.37777777777777777,0.0
rf,amino_acid,test_df,2,0.9544626593806922,0.6153846153846153,0.6507230237867724,20,0,504,25,1.0,1.0,1.0,0.0,0.4444444444444444,0.5555555555555556,0.0
rf,amino_acid,test_df,3,0.9672131147540983,0.7499999999999999,0.7611243951073873,27,0,504,18,1.0,1.0,1.0,0.0,0.6,0.4,0.0
rf,amino_acid,test_df,4,0.9581056466302368,0.6567164179104478,0.6837778748710636,22,0,504,23,1.0,1.0,1.0,0.0,0.4888888888888889,0.5111111111111111,0.0
rf,amino_acid,test_df,5,0.9544626593806922,0.6153846153846153,0.6507230237867724,20,0,504,25,1.0,1.0,1.0,0.0,0.4444444444444444,0.5555555555555556,0.0
rf,amino_acid,test_df,6,0.9635701275045537,0.7142857142857143,0.7309932592289535,25,0,504,20,1.0,1.0,1.0,0.0,0.5555555555555556,0.4444444444444444,0.0
rf,amino_acid,test_df,7,0.9617486338797814,0.6956521739130436,0.7155417527999327,24,0,504,21,1.0,1.0,1.0,0.0,0.5333333333333333,0.4666666666666667,0.0
rf,amino_acid,test_df,8,0.9617486338797814,0.6956521739130436,0.7155417527999327,24,0,504,21,1.0,1.0,1.0,0.0,0.5333333333333333,0.4666666666666667,0.0
rf,amino_acid,test_df,9,0.9672131147540983,0.7567567567567568,0.7665936733161111,28,0,503,18,1.0,1.0,1.0,0.0,0.6086956521739131,0.391304347826087,0.0
rf,amino_acid,test_df,10,0.9616788321167883,0.6956521739130436,0.7155133035323709,24,0,503,21,1.0,1.0,1.0,0.0,0.5333333333333333,0.4666666666666667,0.0
sgd,amino_acid,test_df,1,0.9635701275045537,0.7435897435897436,0.7345874891077733,29,4,500,16,0.8787878787878788,0.8787878787878788,0.9920634920634921,0.007936507936507936,0.6444444444444445,0.35555555555555557,0.12121212121212122
sgd,amino_acid,test_df,2,0.9544626593806922,0.6153846153846153,0.6507230237867724,20,0,504,25,1.0,1.0,1.0,0.0,0.4444444444444444,0.5555555555555556,0.0
sgd,amino_acid,test_df,3,0.9617486338797814,0.7272727272727274,0.719236435404809,28,4,500,17,0.875,0.875,0.9920634920634921,0.007936507936507936,0.6222222222222222,0.37777777777777777,0.125
sgd,amino_acid,test_df,4,0.9617486338797814,0.6956521739130436,0.7155417527999327,24,0,504,21,1.0,1.0,1.0,0.0,0.5333333333333333,0.4666666666666667,0.0
sgd,amino_acid,test_df,5,0.9471766848816029,0.5671641791044777,0.5822102197562871,19,3,501,26,0.8636363636363636,0.8636363636363636,0.9940476190476191,0.005952380952380952,0.4222222222222222,0.5777777777777777,0.13636363636363635
sgd,amino_acid,test_df,6,0.9562841530054644,0.6666666666666667,0.6690041806201836,24,3,501,21,0.8888888888888888,0.8888888888888888,0.9940476190476191,0.005952380952380952,0.5333333333333333,0.4666666666666667,0.1111111111111111
sgd,amino_acid,test_df,7,0.9562841530054644,0.6756756756756757,0.6715825450502851,25,4,500,20,0.8620689655172413,0.8620689655172413,0.9920634920634921,0.007936507936507936,0.5555555555555556,0.4444444444444444,0.13793103448275862
sgd,amino_acid,test_df,8,0.9672131147540983,0.7692307692307692,0.7625237963618718,30,3,501,15,0.9090909090909091,0.9090909090909091,0.9940476190476191,0.005952380952380952,0.6666666666666666,0.3333333333333333,0.09090909090909091
